,customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure
1929,1930,Ambrose,Bleasby,M,27,834710400000000000,Speech Pathologist,Manufacturing,High Net Worth,N,No,3
1930,1931,Boris,Syres,M,85,121392000000000000,Senior Developer,Health,Affluent Customer,N,No,6
1931,1932,Sybila,Enefer,F,98,221097600000000000,Librarian,Entertainment,Affluent Customer,N,Yes,3
1932,1933,Ephraim,Fulep,M,72,337392000000000000,Automation Specialist I,Manufacturing,Affluent Customer,N,No,18
1933,1934,Bryant,Tordiffe,M,70,-219542400000000000,Budget/Accounting Analyst IV,Manufacturing,Affluent Customer,N,Yes,14
1934,1935,Galvan,,M,72,153532800000000000,Senior Sales Associate,Manufacturing,Mass Customer,N,No,9
1935,1936,Gisella,Scad,F,36,-173059200000000000,Junior Executive,Manufacturing,Mass Customer,N,Yes,12
1936,1937,Renaud,Gahagan,M,69,126835200000000000,Quality Engineer,Health,Mass Customer,N,No,19
1937,1938,Austin,Toopin,U,47,1977-7-12,Automation Specialist IV,IT,Mass Customer,N,Yes,0
1938,1939,Pierce,Cheke,M,81,704851200000000000,Safety Technician I,Manufacturing,Mass Customer,N,Yes,8
1939,1940,Gabriellia,Coulter,F,52,226108800000000000,Teacher,Manufacturing,High Net Worth,N,Yes,8
1940,1941,Dmitri,Eleshenar,M,83,706579200000000000,Librarian,Entertainment,Mass Customer,N,No,2
1941,1942,Abe,Townby,M,0,537062400000000000,Programmer Analyst II,Financial Services,High Net Worth,N,No,19
1942,1943,Armstrong,Style,M,35,497145600000000000,Senior Cost Accountant,Financial Services,Affluent Customer,N,Yes,13
1943,1944,Gregory,Balchin,M,73,333763200000000000,Programmer III,Argiculture,High Net Worth,N,Yes,8
1944,1945,Griffin,Gisbourn,M,88,268876800000000000,Software Test Engineer II,Manufacturing,High Net Worth,N,Yes,9
1945,1946,Brannon,Gladman,M,37,-346896000000000000,Systems Administrator III,Manufacturing,Mass Customer,N,No,8
1946,1947,Gretta,Patrone,F,66,-191203200000000000,Geologist II,Telecommunications,Affluent Customer,N,Yes,18
1947,1948,Elizabeth,Applewhaite,F,30,-175651200000000000,Business Systems Development Analyst,Entertainment,Mass Customer,N,No,11
1948,1949,Onida,Cockshot,F,9,-493776000000000000,Legal Assistant,Manufacturing,Mass Customer,N,No,7
1949,1950,Berne,Fulkes,M,27,-196819200000000000,Web Developer II,Manufacturing,Affluent Customer,N,Yes,19
1950,1951,Rockie,MacCosty,M,93,960336000000000000,Health Coach II,Manufacturing,Mass Customer,N,Yes,2
1951,1952,Patrica,Donativo,F,35,128649600000000000,Payment Adjustment Coordinator,Health,Mass Customer,N,Yes,9
1952,1953,Luisa,McGlue,F,23,265852800000000000,Paralegal,Financial Services,High Net Worth,N,No,12
1953,1954,Greg,Iacovo,M,88,-66009600000000000,VP Sales,Manufacturing,Affluent Customer,N,No,5
1954,1955,Thornton,Vereker,M,18,343699200000000000,Environmental Specialist,Manufacturing,Mass Customer,N,No,11
1955,1956,Omero,Murra,M,36,773625600000000000,Human Resources Assistant I,Health,Affluent Customer,N,Yes,3
1956,1957,Gary,Eager,M,1,243475200000000000,Accountant IV,Property,Affluent Customer,N,No,4
1957,1958,Janina,Keme,F,62,494380800000000000,Professor,Manufacturing,Mass Customer,N,No,22
1958,1959,Arlen,Klossek,M,3,274924800000000000,Director of Sales,Health,Mass Customer,N,Yes,16
1959,1960,Falkner,Jochens,M,86,268272000000000000,Software Engineer II,Manufacturing,Mass Customer,N,Yes,10
1960,1961,Licha,Lyes,F,10,-287452800000000000,Physical Therapy Assistant,Manufacturing,Mass Customer,N,Yes,15
1961,1962,Paddie,Grunder,M,13,247190400000000000,Sales Representative,Retail,Mass Customer,N,Yes,22
1962,1963,Syman,Trimnell,M,81,890179200000000000,Biostatistician I,Argiculture,Mass Customer,N,Yes,4
1963,1964,Cara,Campbell-Dunlop,F,60,-174700800000000000,Mechanical Systems Engineer,Financial Services,Affluent Customer,N,Yes,9
1964,1965,Bendicty,Powrie,M,81,124675200000000000,Web Designer III,Retail,Mass Customer,N,Yes,3
1965,1966,Moshe,Nicholl,M,75,752025600000000000,Business Systems Development Analyst,Financial Services,High Net Worth,N,No,3
1966,1967,Nomi,,F,88,501206400000000000,Chemical Engineer,Manufacturing,Affluent Customer,N,Yes,17
1967,1968,Frederica,Hughman,F,31,771379200000000000,Librarian,Entertainment,Mass Customer,N,No,1
1968,1969,Dimitry,Kunkler,M,54,-267926400000000000,Teacher,IT,Mass Customer,N,Yes,19
1969,1970,Carl,Eyre,M,51,398908800000000000,Desktop Support Technician,Manufacturing,Mass Customer,N,No,7
1970,1971,Mariel,Dyke,F,49,887068800000000000,Business Systems Development Analyst,Manufacturing,Mass Customer,N,Yes,4
1971,1972,Obed,Pauler,M,12,616377600000000000,Business Systems Development Analyst,IT,Mass Customer,N,Yes,2
1972,1973,Fanni,Liffe,F,52,316396800000000000,Media Manager IV,Financial Services,High Net Worth,N,No,5
1973,1974,Aharon,Moller,M,67,-364435200000000000,Administrative Officer,Manufacturing,Mass Customer,N,Yes,15
1974,1975,Tommie,Midden,F,39,-132624000000000000,Product Engineer,Health,Affluent Customer,N,No,4
1975,1976,Letitia,Coan,F,84,177379200000000000,Product Engineer,Manufacturing,Mass Customer,N,No,11
1976,1977,Myrtia,Paschke,F,28,244771200000000000,Business Systems Development Analyst,Manufacturing,Mass Customer,N,Yes,5
1977,1978,Marge,Skerm,F,53,-472953600000000000,Dental Hygienist,Health,Mass Customer,N,No,16
1978,1979,Ephrem,Cariss,M,98,-303955200000000000,Statistician III,Manufacturing,Mass Customer,N,Yes,11
1979,1980,Kenneth,Viall,M,97,708998400000000000,Food Chemist,Health,High Net Worth,N,Yes,7
1980,1981,Calv,Zelland,M,62,507427200000000000,Sales Associate,Manufacturing,Affluent Customer,N,No,12
1981,1982,Julee,Hallewell,F,80,-55468800000000000,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,16
1982,1983,Kimberlee,Soonhouse,F,6,-215049600000000000,Assistant Media Planner,Entertainment,Affluent Customer,N,Yes,18
1983,1984,Hewett,Alessandretti,M,70,928195200000000000,Information Systems Manager,Health,Mass Customer,N,Yes,1
1984,1985,Chrysler,Longstaffe,F,1,281404800000000000,Computer Systems Analyst I,Manufacturing,Mass Customer,N,Yes,16
1985,1986,Melania,Ruske,F,53,378518400000000000,Business Systems Development Analyst,Retail,Mass Customer,N,No,16
1986,1987,Jacobo,Rosenblum,M,56,-428112000000000000,Research Associate,Health,Affluent Customer,N,No,8
1987,1988,Kelwin,Goldsmith,M,27,-401241600000000000,Recruiting Manager,Property,Mass Customer,N,No,8
1988,1989,Emalee,Guitel,F,46,112060800000000000,Graphic Designer,Property,High Net Worth,N,Yes,17
1989,1990,Mira,Askham,U,9,1977-7-12,Senior Financial Analyst,Financial Services,High Net Worth,N,No,0
1990,1991,Tobe,Godrich,M,35,749088000000000000,Research Nurse,Health,Mass Customer,N,Yes,8
1991,1992,Shanta,Attrill,F,28,814233600000000000,Web Developer I,Manufacturing,Mass Customer,N,Yes,3
1992,1993,Agustin,Isworth,M,82,333504000000000000,Accounting Assistant II,Manufacturing,High Net Worth,N,Yes,3
1993,1994,Gray,McLorinan,F,71,514771200000000000,Business Systems Development Analyst,Manufacturing,High Net Worth,N,No,11
1994,1995,Mabel,Sallter,F,6,-24278400000000000,Automation Specialist II,Manufacturing,Mass Customer,N,Yes,11
1995,1996,Filmer,Furby,M,4,504662400000000000,Structural Engineer,Manufacturing,Mass Customer,N,No,4
1996,1997,Tedmund,Simonsson,M,57,843782400000000000,Structural Engineer,Manufacturing,Mass Customer,N,No,5
1997,1998,Hamil,Britch,M,13,165024000000000000,Media Manager IV,Manufacturing,High Net Worth,N,No,21
1998,1999,Raquel,Bamlett,F,6,-232848000000000000,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,7
1999,2000,Kain,Rene,U,68,1977-7-12,Assistant Professor,IT,High Net Worth,N,Yes,0
2000,2001,Mada,Martinho,F,21,244944000000000000,Analog Circuit Design manager,Manufacturing,Mass Customer,N,Yes,3
2001,2002,Matilde,Hamsher,F,55,46224000000000000,Mechanical Systems Engineer,Financial Services,Mass Customer,N,No,12
2002,2003,Lilli,Hargey,F,80,-237686400000000000,Statistician III,Manufacturing,High Net Worth,N,Yes,8
2003,2004,Brandy,Showering,M,16,-206928000000000000,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,Yes,10
2004,2005,Marina,McElwee,F,41,272419200000000000,Accountant I,Manufacturing,High Net Worth,N,No,17
2005,2006,Hyacinthia,Tuley,F,33,938995200000000000,Senior Developer,Property,High Net Worth,N,Yes,2
2006,2007,Gail,Scarrisbrick,M,8,8812800000000000,Programmer I,Manufacturing,Mass Customer,N,Yes,15
2007,2008,Jamill,Cudd,M,77,743731200000000000,Analyst Programmer,Financial Services,Mass Customer,N,Yes,3
2008,2009,Neilla,Castrillo,F,19,-309139200000000000,Staff Accountant IV,Health,Affluent Customer,N,Yes,19
2009,2010,Duff,Guyer,M,88,128822400000000000,Data Coordiator,Manufacturing,High Net Worth,N,Yes,7
2010,2011,Guthrie,MacAne,M,68,254275200000000000,VP Sales,Manufacturing,High Net Worth,N,Yes,12
2011,2012,Maisey,Lavell,F,55,84672000000000000,Health Coach I,Health,High Net Worth,N,No,4
2012,2013,Marge,Girault,F,99,808012800000000000,Registered Nurse,Health,Affluent Customer,N,Yes,19
2013,2014,Sandye,Avraam,F,49,643593600000000000,Associate Professor,Manufacturing,Mass Customer,N,Yes,8
2014,2015,Charyl,Sibson,F,6,130464000000000000,Health Coach IV,Health,Affluent Customer,N,No,7
2015,2016,Laraine,Merioth,F,89,911433600000000000,Executive Secretary,Retail,Affluent Customer,N,Yes,1
2016,2017,Ezri,Sadry,M,67,792460800000000000,Programmer II,Financial Services,Affluent Customer,N,Yes,6
2017,2018,Richie,Matts,M,80,-218419200000000000,Senior Developer,Financial Services,Affluent Customer,N,No,12
2018,2019,Neda,Perkis,F,48,-514425600000000000,VP Marketing,Entertainment,High Net Worth,N,No,17
2019,2020,Portia,Proudlock,F,50,42336000000000000,Biostatistician IV,Property,Affluent Customer,N,Yes,14
2020,2021,Ulrica,Abelwhite,U,31,1977-7-12,Software Test Engineer I,IT,High Net Worth,N,Yes,0
2021,2022,Mortimer,Iremonger,M,79,394502400000000000,Business Systems Development Analyst,IT,Affluent Customer,N,No,7
2022,2023,Marco,Denziloe,M,15,32400000000000000,Associate Professor,Manufacturing,High Net Worth,N,No,10
2023,2024,Elinor,Biggerstaff,F,69,963532800000000000,VP Sales,IT,Mass Customer,N,Yes,2
2024,2025,Agosto,Thon,M,59,387676800000000000,VP Quality Control,Manufacturing,Mass Customer,N,Yes,3
2025,2026,Anabelle,Rogerson,F,62,558921600000000000,Structural Engineer,Property,Mass Customer,N,Yes,7
2026,2027,Whitney,Dahle,M,89,-168220800000000000,VP Product Management,Manufacturing,High Net Worth,N,No,10
2027,2028,Cathy,Parmley,F,25,219024000000000000,Director of Sales,Retail,Affluent Customer,N,Yes,18
2028,2029,Charlie,Hastilow,M,10,700185600000000000,Nurse,Manufacturing,Mass Customer,N,No,7
2029,2030,Xymenes,Sprull,M,3,-283305600000000000,Administrative Officer,Property,High Net Worth,N,No,15
2030,2031,Philbert,Albone,M,99,538185600000000000,Geologist III,Manufacturing,Mass Customer,N,No,12
2031,2032,Theodore,Chicchelli,M,98,431913600000000000,Quality Control Specialist,Property,Mass Customer,N,Yes,9
2032,2033,Mar,Philippon,M,36,52444800000000000,Dental Hygienist,Health,High Net Worth,N,No,10
2033,2034,June,Haslam,F,87,127008000000000000,Speech Pathologist,Manufacturing,Mass Customer,N,No,8
2034,2035,Kylie,Terese,M,40,297043200000000000,Senior Developer,Health,Mass Customer,N,No,19
2035,2036,Alix,Gilliland,F,11,231120000000000000,Business Systems Development Analyst,Manufacturing,Mass Customer,N,No,17
2036,2037,Irwin,Ryall,M,19,599875200000000000,VP Marketing,IT,Mass Customer,N,No,6
2037,2038,Fae,Done,F,9,-318729600000000000,Structural Engineer,Financial Services,Mass Customer,N,Yes,5
2038,2039,Laureen,Blower,F,38,259718400000000000,Senior Developer,IT,High Net Worth,N,Yes,7
2039,2040,Gal,Scardafield,M,25,-10195200000000000,VP Sales,Retail,Affluent Customer,N,Yes,12
2040,2041,Mort,Heath,M,52,-384393600000000000,VP Accounting,Financial Services,Mass Customer,N,No,17
2041,2042,Bendix,Cooke,M,65,-43632000000000000,Registered Nurse,Health,Mass Customer,N,No,17
2042,2043,Veronike,Clampett,F,67,242265600000000000,Software Consultant,Manufacturing,Mass Customer,N,No,7
2043,2044,Leyla,Eddington,F,84,902016000000000000,Quality Engineer,Health,Mass Customer,N,Yes,1
2044,2045,Hermina,Franzel,F,15,457660800000000000,VP Sales,Financial Services,High Net Worth,N,No,15
2045,2046,Charis,Maas,F,3,-329270400000000000,Marketing Manager,Manufacturing,Mass Customer,N,Yes,13
2046,2047,Kirsten,Slegg,F,45,166579200000000000,Paralegal,Financial Services,Affluent Customer,N,Yes,21
2047,2048,Sorcha,Genthner,F,22,-306720000000000000,Financial Advisor,Financial Services,High Net Worth,N,No,13
2048,2049,Jud,Purchon,M,21,-248832000000000000,Assistant Professor,Manufacturing,High Net Worth,N,No,5
2049,2050,Opal,Costa,F,22,-489715200000000000,Business Systems Development Analyst,Manufacturing,Mass Customer,N,Yes,5
2050,2051,Teresita,Drinnan,F,8,-332899200000000000,Geological Engineer,Manufacturing,Affluent Customer,N,No,20
2051,2052,Ganny,Sealeaf,M,5,-444614400000000000,Business Systems Development Analyst,Retail,Mass Customer,N,Yes,8
2052,2053,Horatius,Dufton,M,7,265161600000000000,Business Systems Development Analyst,Financial Services,Affluent Customer,N,Yes,11
2053,2054,Horace,Gilpillan,M,12,808963200000000000,Business Systems Development Analyst,Manufacturing,Mass Customer,N,Yes,22
2054,2055,Harmon,Bakster,M,46,337737600000000000,Administrative Assistant III,Retail,High Net Worth,N,No,7
2055,2056,Cristin,Smoughton,F,65,510278400000000000,Biostatistician IV,Property,High Net Worth,N,No,22
2056,2057,Elianora,Sally,F,99,-323308800000000000,Accounting Assistant IV,Manufacturing,Affluent Customer,N,Yes,15
2057,2058,Ronna,Wickersham,F,99,255398400000000000,Database Administrator I,Argiculture,High Net Worth,N,No,7
2058,2059,Kylen,Gimson,F,21,224812800000000000,Graphic Designer,Manufacturing,High Net Worth,N,No,12
2059,2060,Constancia,Akram,F,17,-345254400000000000,Statistician II,Financial Services,Mass Customer,N,No,17
2060,2061,Loralyn,,F,71,412214400000000000,Technical Writer,Manufacturing,High Net Worth,N,No,4
2061,2062,Guillermo,Kolakovic,M,67,209260800000000000,Junior Executive,Retail,Mass Customer,N,No,18
2062,2063,Benny,Crudge,M,55,-206496000000000000,Clinical Specialist,Health,Affluent Customer,N,No,16
2063,2064,Reynard,Jaffrey,M,99,-19612800000000000,VP Marketing,Health,Mass Customer,N,Yes,18
2064,2065,Silvio,Henrichs,M,66,258595200000000000,Technical Writer,Retail,Mass Customer,N,Yes,12
2065,2066,Skipp,McLarens,M,91,-950400000000000,Food Chemist,Health,High Net Worth,N,Yes,12
2066,2067,Slade,Mulvin,M,81,294710400000000000,Registered Nurse,Health,Mass Customer,N,No,17
2067,2068,Wandie,Nare,F,23,-422841600000000000,Account Representative I,Manufacturing,High Net Worth,N,No,8
2068,2069,Sol,Holdron,U,32,1977-7-12,Software Test Engineer IV,IT,Mass Customer,N,Yes,0
2069,2070,Tiphany,Leppington,F,0,376358400000000000,Recruiting Manager,Manufacturing,Mass Customer,N,No,8
2070,2071,Ardis,Ramelet,F,69,255657600000000000,Business Systems Development Analyst,Manufacturing,Mass Customer,N,No,10
2071,2072,Margie,Tillyer,F,30,-306115200000000000,Environmental Specialist,Financial Services,Mass Customer,N,Yes,9
2072,2073,Linea,,F,87,128736000000000000,Business Systems Development Analyst,Manufacturing,High Net Worth,N,Yes,10
2073,2074,Roslyn,Rawdall,F,90,865987200000000000,Business Systems Development Analyst,Financial Services,Mass Customer,N,No,4
2074,2075,Devondra,Jovis,F,95,104371200000000000,Environmental Tech,Manufacturing,Mass Customer,N,No,8
2075,2076,Beatriz,Tweddle,F,73,-18316800000000000,Assistant Manager,Manufacturing,Mass Customer,N,Yes,5
2076,2077,Tobe,Lindroos,F,67,699062400000000000,Cost Accountant,Financial Services,Mass Customer,N,Yes,7
2077,2078,Joice,Govett,F,15,620438400000000000,Computer Systems Analyst III,Manufacturing,Mass Customer,N,No,3
2078,2079,Eda,,F,49,-423705600000000000,Account Executive,Manufacturing,High Net Worth,N,No,11
2079,2080,Rosamond,Sainer,F,15,-328320000000000000,Human Resources Assistant IV,Manufacturing,High Net Worth,N,No,17
2080,2081,Gelya,Coaker,F,69,77932800000000000,Senior Editor,Financial Services,Mass Customer,N,No,13
2081,2082,Sybyl,Beekman,F,38,313372800000000000,Legal Assistant,Health,Affluent Customer,N,Yes,19
2082,2083,Karee,Ortler,F,5,332726400000000000,Business Systems Development Analyst,Manufacturing,Mass Customer,N,No,4
2083,2084,Britni,Menguy,F,6,528681600000000000,Business Systems Development Analyst,IT,Mass Customer,N,Yes,17
2084,2085,Carolynn,Samsin,F,83,-431222400000000000,Pharmacist,Health,Mass Customer,N,No,11
2085,2086,Gayle,Cockerell,M,68,852249600000000000,Senior Cost Accountant,Financial Services,High Net Worth,N,No,1
2086,2087,Yehudi,Sandon,M,76,-17884800000000000,Administrative Officer,IT,Mass Customer,N,Yes,15
2087,2088,Ernie,Wankel,M,2,-7257600000000000,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,14
2088,2089,Erie,Ballston,M,93,-378172800000000000,Safety Technician I,Financial Services,High Net Worth,N,No,15
2089,2090,Stanton,Schimoni,M,63,-160099200000000000,Help Desk Technician,Financial Services,Mass Customer,N,Yes,17
2090,2091,Dominga,Crosfield,F,27,330480000000000000,Office Assistant II,Argiculture,Mass Customer,N,No,9
2091,2092,Stavros,Hazelby,M,14,251596800000000000,Safety Technician IV,Manufacturing,High Net Worth,N,No,18
2092,2093,Salem,Doiley,M,94,936921600000000000,Programmer II,Financial Services,High Net Worth,N,No,2
2093,2094,Merle,Pesticcio,M,15,444009600000000000,Biostatistician IV,Manufacturing,Mass Customer,N,No,16
2094,2095,Anette,Guerreiro,F,69,626918400000000000,Account Executive,Manufacturing,Affluent Customer,N,No,8
2095,2096,Torrie,Smartman,F,74,-19440000000000000,Programmer III,Telecommunications,High Net Worth,N,Yes,12
2096,2097,Web,Decaze,M,38,576460800000000000,Recruiter,Telecommunications,Mass Customer,N,No,21
2097,2098,Ame,Tossell,F,82,-1641600000000000,Dental Hygienist,Health,High Net Worth,N,No,16
2098,2099,Mikel,McKechnie,M,40,-323395200000000000,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,19
2099,2100,Der,Blatcher,M,34,265334400000000000,Marketing Assistant,IT,Mass Customer,N,No,14
2100,2101,Maryann,,F,71,889315200000000000,General Manager,Manufacturing,Mass Customer,N,Yes,2
2101,2102,Carl,Penquet,M,80,189907200000000000,Senior Editor,Manufacturing,Affluent Customer,N,No,5
2102,2103,Jayme,Hendin,M,94,180576000000000000,Business Systems Development Analyst,Financial Services,Affluent Customer,N,No,18
2103,2104,Livy,Roote,F,31,286416000000000000,Structural Analysis Engineer,Financial Services,Mass Customer,N,No,11
2104,2105,Terrance,Goligher,M,29,58665600000000000,Food Chemist,Health,High Net Worth,N,Yes,6
2105,2106,Antons,Ley,M,91,6652800000000000,Project Manager,Financial Services,High Net Worth,N,Yes,13
2106,2107,Dre,Ferrillo,F,2,710726400000000000,Biostatistician IV,IT,Affluent Customer,N,Yes,4
2107,2108,Michel,O'Halligan,F,41,501638400000000000,Software Test Engineer IV,Property,Mass Customer,N,Yes,18
2108,2109,Grazia,Vinson,F,14,-148953600000000000,Account Representative II,Health,High Net Worth,N,Yes,18
2109,2110,Gard,Marris,M,29,112924800000000000,Human Resources Assistant III,Manufacturing,High Net Worth,N,No,14
2110,2111,Ellis,Vokes,M,98,125884800000000000,Speech Pathologist,Property,Affluent Customer,N,Yes,12
2111,2112,Aubrie,Glaum,F,64,737596800000000000,Accounting Assistant I,Financial Services,Mass Customer,N,Yes,6
2112,2113,Nita,Bushell,F,91,63504000000000000,Internal Auditor,Manufacturing,Affluent Customer,N,No,17
2113,2114,Erick,Caveill,M,78,-476236800000000000,Safety Technician III,Argiculture,High Net Worth,N,No,19
2114,2115,Shannon,Pflieger,M,17,178675200000000000,Food Chemist,Health,Mass Customer,N,Yes,17
2115,2116,Wyndham,Ecob,M,81,285638400000000000,Research Associate,Financial Services,Affluent Customer,N,Yes,9
2116,2117,Llywellyn,Christall,M,76,803088000000000000,Computer Systems Analyst I,Health,Affluent Customer,N,No,3
2117,2118,Ulrick,Calyton,M,29,269913600000000000,Developer III,Manufacturing,High Net Worth,N,No,7
2118,2119,Dorise,Bellon,F,51,478483200000000000,Senior Cost Accountant,Financial Services,Mass Customer,N,No,17
2119,2120,Clare,Attoe,M,80,852249600000000000,Web Designer III,Manufacturing,Mass Customer,N,No,1
2120,2121,Clarita,Jaqueminet,F,35,603504000000000000,Nurse,Financial Services,Mass Customer,N,Yes,22
2121,2122,Osborne,Nawton,M,85,96940800000000000,Registered Nurse,Health,High Net Worth,N,Yes,11
2122,2123,Shirley,Negal,F,36,732499200000000000,Software Engineer II,Manufacturing,Affluent Customer,N,No,2
2123,2124,Damien,Bartczak,M,17,254966400000000000,Business Systems Development Analyst,Retail,High Net Worth,N,No,18
2124,2125,Laurene,Linstead,F,9,160012800000000000,VP Quality Control,Financial Services,High Net Worth,N,No,18
2125,2126,Hugibert,Getcliff,M,65,-371174400000000000,Product Engineer,Health,Mass Customer,N,Yes,17
2126,2127,Wanids,Baudet,F,66,130118400000000000,Web Designer I,Manufacturing,Mass Customer,N,No,7
2127,2128,Gregorius,Cockram,M,31,212457600000000000,Data Coordiator,Property,Affluent Customer,N,Yes,16
2128,2129,Barron,Waszkiewicz,M,26,339724800000000000,Electrical Engineer,Manufacturing,High Net Worth,N,No,3
2129,2130,Evangelina,Coxhell,F,95,631152000000000000,Structural Engineer,Property,High Net Worth,N,Yes,16
2130,2131,Nettle,Painter,F,12,38361600000000000,Payment Adjustment Coordinator,Manufacturing,Mass Customer,N,Yes,7
2131,2132,Davina,Dougary,F,16,476150400000000000,Human Resources Manager,Financial Services,High Net Worth,N,Yes,22
2132,2133,Clarissa,Blaisdale,F,44,885254400000000000,General Manager,Financial Services,High Net Worth,N,No,3
2133,2134,Crosby,Ruoff,M,16,951091200000000000,Nurse,Manufacturing,Affluent Customer,N,No,2
2134,2135,Teador,Laurant,M,97,338083200000000000,Structural Engineer,Manufacturing,Mass Customer,N,Yes,15
2135,2136,Heather,Golsworthy,F,21,-141177600000000000,Office Assistant I,Health,High Net Worth,N,Yes,5
2136,2137,Renie,,F,46,46396800000000000,Chemical Engineer,Manufacturing,Affluent Customer,N,No,5
2137,2138,Jonell,Gon,F,23,281059200000000000,Graphic Designer,Manufacturing,High Net Worth,N,No,15
2138,2139,Carolina,Brands,F,87,381801600000000000,Accountant II,IT,Affluent Customer,N,Yes,7
2139,2140,Hilario,Ramsdell,M,59,212889600000000000,Help Desk Operator,Telecommunications,High Net Worth,N,No,21
2140,2141,Georgie,Bruggen,F,50,-169257600000000000,Programmer I,Financial Services,High Net Worth,N,Yes,4
2141,2142,Marti,McComish,F,61,299721600000000000,Biostatistician IV,Manufacturing,Affluent Customer,N,No,7
2142,2143,Napoleon,Terron,M,53,-190166400000000000,Business Systems Development Analyst,Manufacturing,High Net Worth,N,Yes,10
2143,2144,Maureene,Kingstne,F,12,261100800000000000,Office Assistant IV,Property,Mass Customer,N,Yes,9
2144,2145,Adrea,Quittonden,F,44,-320025600000000000,Librarian,Entertainment,Affluent Customer,N,Yes,19
2145,2146,Timmie,Lenden,M,75,-92620800000000000,Business Systems Development Analyst,Manufacturing,Mass Customer,N,No,13
2146,2147,Franzen,Kielty,M,42,910137600000000000,Engineer IV,Manufacturing,High Net Worth,N,Yes,1
2147,2148,Annis,Freeth,F,78,606355200000000000,Engineer I,Manufacturing,Mass Customer,N,Yes,15
2148,2149,Lana,Druce,F,26,264384000000000000,Professor,Manufacturing,High Net Worth,N,No,6
2149,2150,Huntlee,Pashba,M,75,-325814400000000000,Business Systems Development Analyst,Retail,Affluent Customer,N,Yes,8
2150,2151,Herrick,Gammett,M,9,530409600000000000,Business Systems Development Analyst,Entertainment,Affluent Customer,N,No,6
2151,2152,Junina,Labone,F,40,-36460800000000000,Database Administrator III,Manufacturing,Mass Customer,N,Yes,19
2152,2153,Jimmy,,M,22,529545600000000000,Financial Analyst,Financial Services,Mass Customer,N,No,10
2153,2154,Bird,Bolf,F,86,316137600000000000,Chemical Engineer,Manufacturing,High Net Worth,N,No,6
2154,2155,Fayth,Millions,F,24,-188697600000000000,Data Coordiator,Manufacturing,Mass Customer,N,No,14
2155,2156,Darill,Mowday,M,96,229305600000000000,Desktop Support Technician,Retail,Mass Customer,N,Yes,18
2156,2157,Alidia,Petyankin,F,52,254966400000000000,Community Outreach Specialist,Property,Mass Customer,N,No,19
2157,2158,Caesar,Begbie,M,11,-285206400000000000,Physical Therapy Assistant,Entertainment,Mass Customer,N,No,6
2158,2159,Godfrey,Bottini,M,19,-196992000000000000,Business Systems Development Analyst,Manufacturing,High Net Worth,N,Yes,6
2159,2160,Kettie,Cantopher,F,64,46742400000000000,Recruiter,Health,Mass Customer,N,Yes,15
2160,2161,Tommie,Mardle,M,35,884736000000000000,Business Systems Development Analyst,Financial Services,Mass Customer,N,No,4
2161,2162,Andrew,Blunt,M,49,137289600000000000,Paralegal,Financial Services,High Net Worth,N,Yes,10
2162,2163,Tim,Guilliatt,M,41,851472000000000000,VP Product Management,Manufacturing,Mass Customer,N,Yes,6
2163,2164,Toinette,Clementson,F,12,114307200000000000,Financial Analyst,Financial Services,Mass Customer,N,Yes,18
2164,2165,Marlie,Teesdale,U,16,1977-7-12,Civil Engineer,Manufacturing,Affluent Customer,N,No,0
2165,2166,Mareah,Woodnutt,F,78,468806400000000000,Nurse,Property,Mass Customer,N,No,16
2166,2167,Laina,Semorad,F,31,868579200000000000,Librarian,Entertainment,Mass Customer,N,No,1
2167,2168,Levon,Woollard,M,83,153792000000000000,VP Accounting,Financial Services,Mass Customer,N,Yes,17
2168,2169,Jarrad,Atwell,M,80,289008000000000000,Senior Financial Analyst,Financial Services,Mass Customer,N,No,18
2169,2170,Dewitt,Laight,M,27,-210902400000000000,Geological Engineer,Manufacturing,Affluent Customer,N,No,6
2170,2171,Laryssa,Maes,F,21,3456000000000000,Pharmacist,Health,High Net Worth,N,No,10
2171,2172,Emmery,Angrock,M,6,284342400000000000,Information Systems Manager,Health,Affluent Customer,N,Yes,13
2172,2173,Gracia,McAteer,F,27,212112000000000000,Help Desk Technician,IT,Mass Customer,N,Yes,22
2173,2174,Rock,Vickerstaff,M,32,-229737600000000000,Account Executive,Argiculture,High Net Worth,N,No,11
2174,2175,Elvyn,Bullas,M,23,499651200000000000,Web Developer III,Health,Mass Customer,N,No,13
2175,2176,Josie,Gallemore,F,79,-225504000000000000,Accountant II,Property,High Net Worth,N,Yes,12
2176,2177,Waverly,Creebo,M,35,245116800000000000,Social Worker,Health,Mass Customer,N,No,9
2177,2178,Veriee,Colthard,F,20,-498355200000000000,Mechanical Systems Engineer,Retail,Mass Customer,N,No,12
2178,2179,Benson,cornhill,M,15,-295574400000000000,Desktop Support Technician,Manufacturing,Mass Customer,N,No,17
2179,2180,Urbanus,Trevaskus,M,98,-314755200000000000,Chief Design Engineer,Manufacturing,High Net Worth,N,Yes,13
